transaction_id, is_refund, corr_transaction_identifier, date_time, transaction_date_type, transaction_date_other, amount, currency, payment_method_type, payment_method_other, initiated_at_physical_premises_of_merchant, payer_ms, payer_ms_source, psp_role_type, psp_role_other, reported_payee_id
LV-1-394,true,MT-1,2025-01-17T10:52:48Z,CESOP701,CESOP701,1111.00,VND,Bank transfer,TODO,true,NL,OBAN,E-payment,other,376788db-af90-4e4b-8370-2c86abbdef5e
PL-1-395,true,PT-1,2025-02-15T04:29:23Z,CESOP701,CESOP701,1113441.00,LKR,Direct debit,TODO,true,RO,BIC,Payment collector,other,5452c1c9-7e3a-4620-9684-592e8d9d3dc3
SE-1-396,true,SI-1,2025-02-06T04:45:35Z,CESOP701,CESOP701,2333.83,ISK,E-money,TODO,true,SK,Other,Other,other,88963ae5-b7aa-4e91-b3be-d02da245ed0b
AT-1-397,true,BE-1,2025-03-26T20:00:59Z,CESOP701,CESOP701,1111.00,JOD,Money Remittance,TODO,true,BG,IBAN,Three party card scheme,other,d677b950-da7f-44fb-8db8-e83bdad4ad3d
CY-1-398,true,CZ-1,2025-02-26T09:49:12Z,CESOP701,CESOP701,1113441.00,BAM,Marketplace,TODO,true,DE,OBAN,Four party card scheme,other,5ed7621c-8c0f-4a58-986b-9273f979a9e0
DK-1-399,true,EE-1,2025-01-21T16:01:30Z,CESOP701,CESOP701,2333.83,MDL,Intermediary,TODO,true,ES,BIC,E-money provider,other,0e546507-6c20-4d15-bbe5-66e4aed8b81d
FI-1-400,true,FR-1,2025-02-07T14:03:08Z,CESOP701,CESOP701,1111.00,UAH,Other,TODO,true,GR,Other,Acquirer,other,6049645f-b9e1-4540-a1b1-89f9d263335a
HR-1-401,true,HU-1,2025-02-10T23:43:47Z,CESOP701,CESOP701,1113441.00,USD,Card payment,TODO,true,IE,IBAN,e-Wallet provider,other,1560180d-4811-4575-ab04-40844c4d1879
IT-1-402,true,LT-1,2025-01-06T02:39:43Z,CESOP701,CESOP701,2333.83,EUR,Bank transfer,TODO,true,LU,OBAN,Money Transfer operator,other,370fcf7c-6ac7-42c0-bcf9-37bf811dc2ed
LV-1-403,true,MT-1,2025-02-18T03:48:41Z,CESOP701,CESOP701,1111.00,JPY,Direct debit,TODO,true,NL,BIC,Issuer of payment instruments,other,1eb6ddfd-ea2e-457a-9294-811397d109d7
PL-1-404,true,PT-1,2025-02-06T02:40:31Z,CESOP701,CESOP701,1113441.00,GBP,E-money,TODO,true,RO,Other,Payment Processor,other,86a16430-f2f2-4314-b066-cc75df0c4668
SE-1-405,true,SI-1,2025-02-20T22:25:18Z,CESOP701,CESOP701,2333.83,AUD,Money Remittance,TODO,true,SK,IBAN,E-payment,other,1d9829fb-2766-4f41-8ce7-4bc91a09e2bd
AT-1-406,true,BE-1,2025-03-22T12:37:44Z,CESOP701,CESOP701,1111.00,CAD,Marketplace,TODO,true,BG,OBAN,Payment collector,other,e097c37e-19ff-4924-91ba-ba9cf1f64212
CY-1-407,true,CZ-1,2025-02-08T10:50:38Z,CESOP701,CESOP701,1113441.00,CHF,Intermediary,TODO,true,DE,BIC,Other,other,51ce165b-c926-42e9-a90e-de2590a1bbb4
DK-1-408,true,EE-1,2025-03-17T09:20:00Z,CESOP701,CESOP701,2333.83,CNY,Other,TODO,true,ES,Other,Three party card scheme,other,bd339065-84f2-4145-8934-7cf6641f0377
FI-1-409,true,FR-1,2025-01-26T18:12:17Z,CESOP701,CESOP701,1111.00,SEK,Card payment,TODO,true,GR,IBAN,Four party card scheme,other,a1c343ee-ddf9-438c-a105-0ad6d178fb09
HR-1-410,true,HU-1,2025-03-29T01:08:37Z,CESOP701,CESOP701,1113441.00,NZD,Bank transfer,TODO,true,IE,OBAN,E-money provider,other,0a084ee5-c783-468a-bdc1-e834b126ea76
IT-1-411,true,LT-1,2025-02-28T20:25:34Z,CESOP701,CESOP701,2333.83,MXN,Direct debit,TODO,true,LU,BIC,Acquirer,other,618b856d-74e0-4fdc-a3bd-30f8aefcb6cf
LV-1-412,true,MT-1,2025-02-14T22:31:23Z,CESOP701,CESOP701,1111.00,SGD,E-money,TODO,true,NL,Other,e-Wallet provider,other,9bf72138-5249-408b-9e75-3dc62ea26d90
PL-1-413,true,PT-1,2025-03-15T21:43:34Z,CESOP701,CESOP701,1113441.00,HKD,Money Remittance,TODO,true,RO,IBAN,Money Transfer operator,other,818b5f66-8dbc-4fa7-9ea0-34040d74a0d2
SE-1-414,true,SI-1,2025-02-06T12:45:37Z,CESOP701,CESOP701,2333.83,NOK,Marketplace,TODO,true,SK,OBAN,Issuer of payment instruments,other,b263c6e2-e249-479b-9e73-93fe6904dc0e
AT-1-415,true,BE-1,2025-03-18T08:57:45Z,CESOP701,CESOP701,1111.00,ILS,Intermediary,TODO,true,BG,BIC,Payment Processor,other,1bd560f1-2129-4201-a4f5-a171b5e89dba
CY-1-416,true,CZ-1,2025-01-07T10:32:45Z,CESOP701,CESOP701,1113441.00,KRW,Other,TODO,true,DE,Other,E-payment,other,594c36e9-c795-4b63-9d4d-eb6861c01ce5
DK-1-417,true,EE-1,2025-03-04T00:12:43Z,CESOP701,CESOP701,2333.83,TRY,Card payment,TODO,true,ES,IBAN,Payment collector,other,6351b5d9-3e86-456d-8d83-79f681248947
FI-1-418,true,FR-1,2025-01-08T15:05:42Z,CESOP701,CESOP701,1111.00,RUB,Bank transfer,TODO,true,GR,OBAN,Other,other,bc85e732-542c-4603-a2b4-098743a1094b
HR-1-419,true,HU-1,2025-03-15T00:02:07Z,CESOP701,CESOP701,1113441.00,INR,Direct debit,TODO,true,IE,BIC,Three party card scheme,other,52c8cdc7-3f81-46cd-a4ec-c1d16fafba62
IT-1-420,true,LT-1,2025-02-07T11:32:22Z,CESOP701,CESOP701,2333.83,BRL,E-money,TODO,true,LU,Other,Four party card scheme,other,cdd13eb8-cbd5-493e-ac05-eb139c381c68
LV-1-421,true,MT-1,2025-01-30T22:41:17Z,CESOP701,CESOP701,1111.00,ZAR,Money Remittance,TODO,true,NL,IBAN,E-money provider,other,cfc1d3bb-972d-4729-9871-7b9de351b79c
PL-1-422,true,PT-1,2025-01-03T22:40:12Z,CESOP701,CESOP701,1113441.00,AED,Marketplace,TODO,true,RO,OBAN,Acquirer,other,00e92ef0-7cf7-47ba-8d9b-e207951cba27
SE-1-423,true,SI-1,2025-03-13T06:20:07Z,CESOP701,CESOP701,2333.83,PLN,Intermediary,TODO,true,SK,BIC,e-Wallet provider,other,f52bc206-1e45-482b-8fb0-fca5bb9c639a
AT-1-424,true,BE-1,2025-01-07T11:39:54Z,CESOP701,CESOP701,1111.00,THB,Other,TODO,true,BG,Other,Money Transfer operator,other,7299002f-2d5f-4ff6-a7db-5337e1e8c0ca
CY-1-425,true,CZ-1,2025-03-18T18:03:30Z,CESOP701,CESOP701,1113441.00,CZK,Card payment,TODO,true,DE,IBAN,Issuer of payment instruments,other,f422bc3b-2783-436e-ae88-6699d6640c3f
DK-1-426,true,EE-1,2025-03-01T16:41:23Z,CESOP701,CESOP701,2333.83,DKK,Bank transfer,TODO,true,ES,OBAN,Payment Processor,other,625e81db-7f6e-482f-889b-f46e28f29b24
FI-1-427,true,FR-1,2025-01-10T10:24:02Z,CESOP701,CESOP701,1111.00,HUF,Direct debit,TODO,true,GR,BIC,E-payment,other,e2e1d9fc-0815-49ca-b8cd-0b8c8677045a
HR-1-428,true,HU-1,2025-02-25T13:40:55Z,CESOP701,CESOP701,1113441.00,MYR,E-money,TODO,true,IE,Other,Payment collector,other,1234fca5-1894-4b74-a20c-a26f43cca421
IT-1-429,true,LT-1,2025-02-02T09:17:48Z,CESOP701,CESOP701,2333.83,PHP,Money Remittance,TODO,true,LU,IBAN,Other,other,bbbd6f7b-40d9-414e-af9c-7159db710ffb
LV-1-430,true,MT-1,2025-01-07T13:18:07Z,CESOP701,CESOP701,1111.00,ARS,Marketplace,TODO,true,NL,OBAN,Three party card scheme,other,11e29f84-22f5-4e85-9d40-53d3eed24627
PL-1-431,true,PT-1,2025-02-21T19:30:00Z,CESOP701,CESOP701,1113441.00,TWD,Intermediary,TODO,true,RO,BIC,Four party card scheme,other,cf55634f-e0c4-4902-bc5b-fdf74ce35260
SE-1-432,true,SI-1,2025-01-09T13:34:57Z,CESOP701,CESOP701,2333.83,CLP,Other,TODO,true,SK,Other,E-money provider,other,4b5c150c-3f7c-4aa0-8da0-e6e1448d5129
AT-1-433,true,BE-1,2025-02-20T11:10:44Z,CESOP701,CESOP701,1111.00,COP,Card payment,TODO,true,BG,IBAN,Acquirer,other,91fd8852-12fc-4047-87e7-372f832c485e
CY-1-434,true,CZ-1,2025-02-27T12:08:48Z,CESOP701,CESOP701,1113441.00,PKR,Bank transfer,TODO,true,DE,OBAN,e-Wallet provider,other,4d973c49-ea9f-4f25-91a1-d1042ed05652
DK-1-435,true,EE-1,2025-02-13T23:05:49Z,CESOP701,CESOP701,2333.83,RON,Direct debit,TODO,true,ES,BIC,Money Transfer operator,other,c07ed384-3278-45ce-8e17-882f8d08332e
FI-1-436,true,FR-1,2025-03-19T07:35:43Z,CESOP701,CESOP701,1111.00,SAR,E-money,TODO,true,GR,Other,Issuer of payment instruments,other,f811ead8-df07-47e5-ae5a-f9366a0ea143
HR-1-437,true,HU-1,2025-01-07T14:41:19Z,CESOP701,CESOP701,1113441.00,NPR,Money Remittance,TODO,true,IE,IBAN,Payment Processor,other,331e5fcf-5c40-4527-afbc-89858e329aa1
IT-1-438,true,LT-1,2025-02-09T00:51:38Z,CESOP701,CESOP701,2333.83,EGP,Marketplace,TODO,true,LU,OBAN,E-payment,other,bcad20be-fe34-40da-b177-a707d15cb6d6
LV-1-439,true,MT-1,2025-02-13T06:31:58Z,CESOP701,CESOP701,1111.00,MAD,Intermediary,TODO,true,NL,BIC,Payment collector,other,44a9b6dd-958d-478f-b4c8-8cb419d264dd
PL-1-440,true,PT-1,2025-01-12T14:55:51Z,CESOP701,CESOP701,1113441.00,BHD,Other,TODO,true,RO,Other,Other,other,c2e053f6-fa12-4bdf-a620-68a0ea986cb0
SE-1-441,true,SI-1,2025-03-15T16:27:41Z,CESOP701,CESOP701,2333.83,KWD,Card payment,TODO,true,SK,IBAN,Three party card scheme,other,76b74614-c2c4-4ca3-bc1b-b1521a3ea00d
AT-1-442,true,BE-1,2025-03-03T19:26:28Z,CESOP701,CESOP701,1111.00,OMR,Bank transfer,TODO,true,BG,OBAN,Four party card scheme,other,c615a2c6-6b9e-4fea-912a-cad6669b6d0b
CY-1-443,true,CZ-1,2025-01-08T09:00:51Z,CESOP701,CESOP701,1113441.00,QAR,Direct debit,TODO,true,DE,BIC,E-money provider,other,066a7258-3f77-42ac-a45e-83f872a2241c
DK-1-444,true,EE-1,2025-02-26T21:10:44Z,CESOP701,CESOP701,2333.83,VND,E-money,TODO,true,ES,Other,Acquirer,other,8137ee4e-40d4-4eee-9c09-6bb24026d072
FI-1-445,true,FR-1,2025-02-02T04:44:27Z,CESOP701,CESOP701,1111.00,LKR,Money Remittance,TODO,true,GR,IBAN,e-Wallet provider,other,d62d16e6-42bb-431e-bce0-90c39f2482a1
HR-1-446,true,HU-1,2025-03-12T08:38:11Z,CESOP701,CESOP701,1113441.00,ISK,Marketplace,TODO,true,IE,OBAN,Money Transfer operator,other,b2ef4555-d29f-48a4-a546-1b8613ca0844
IT-1-447,true,LT-1,2025-02-09T20:29:34Z,CESOP701,CESOP701,2333.83,JOD,Intermediary,TODO,true,LU,BIC,Issuer of payment instruments,other,57f174fc-4fd6-4fd9-a833-e72fb18c464b
LV-1-448,true,MT-1,2025-02-23T00:10:00Z,CESOP701,CESOP701,1111.00,BAM,Other,TODO,true,NL,Other,Payment Processor,other,644dcb66-c2d2-4938-a31e-8c85d449db9c
PL-1-449,true,PT-1,2025-02-21T20:40:51Z,CESOP701,CESOP701,1113441.00,MDL,Card payment,TODO,true,RO,IBAN,E-payment,other,3372ecc6-98fd-4785-992f-8a2247602f3e
SE-1-450,true,SI-1,2025-02-02T12:13:08Z,CESOP701,CESOP701,2333.83,UAH,Bank transfer,TODO,true,SK,OBAN,Payment collector,other,f4520cab-5dac-41c4-8bc3-49d323b91421
AT-1-451,true,BE-1,2025-01-14T14:50:16Z,CESOP701,CESOP701,1111.00,USD,Direct debit,TODO,true,BG,BIC,Other,other,7de19f6e-ed34-479a-9bc1-48deddac635f
CY-1-452,true,CZ-1,2025-01-11T14:59:41Z,CESOP701,CESOP701,1113441.00,EUR,E-money,TODO,true,DE,Other,Three party card scheme,other,0a94ed54-9db7-4f23-9008-c4b96ab4144e
DK-1-453,true,EE-1,2025-01-23T10:59:30Z,CESOP701,CESOP701,2333.83,JPY,Money Remittance,TODO,true,ES,IBAN,Four party card scheme,other,045c7ee6-1033-4f24-8e6f-5c3be66024ae
FI-1-454,true,FR-1,2025-01-07T18:07:18Z,CESOP701,CESOP701,1111.00,GBP,Marketplace,TODO,true,GR,OBAN,E-money provider,other,c6ec22cd-4a9e-48fa-9e6b-7ed0c0def837
HR-1-455,true,HU-1,2025-03-30T14:40:31Z,CESOP701,CESOP701,1113441.00,AUD,Intermediary,TODO,true,IE,BIC,Acquirer,other,ed006bbc-cac1-4aa5-a7cd-0f106d3039f7
IT-1-456,true,LT-1,2025-03-21T06:49:45Z,CESOP701,CESOP701,2333.83,CAD,Other,TODO,true,LU,Other,e-Wallet provider,other,c151046c-369f-4a34-ad93-f27284df95ea
LV-1-457,true,MT-1,2025-01-09T04:44:18Z,CESOP701,CESOP701,1111.00,CHF,Card payment,TODO,true,NL,IBAN,Money Transfer operator,other,e39f48c6-973f-448c-b310-2f54cf89dbd8
PL-1-458,true,PT-1,2025-03-16T00:08:06Z,CESOP701,CESOP701,1113441.00,CNY,Bank transfer,TODO,true,RO,OBAN,Issuer of payment instruments,other,03b40e3a-be73-4aab-80fb-f0600e89dbe6
SE-1-459,true,SI-1,2025-02-03T10:27:17Z,CESOP701,CESOP701,2333.83,SEK,Direct debit,TODO,true,SK,BIC,Payment Processor,other,c83079e7-a3fc-46ac-b7c3-524255cc80c3
AT-1-460,true,BE-1,2025-02-27T05:24:19Z,CESOP701,CESOP701,1111.00,NZD,E-money,TODO,true,BG,Other,E-payment,other,e1909236-bf19-4be6-bc90-770c09429f5e
CY-1-461,true,CZ-1,2025-03-07T21:04:19Z,CESOP701,CESOP701,1113441.00,MXN,Money Remittance,TODO,true,DE,IBAN,Payment collector,other,7a16c51f-bb38-4c7f-9003-4e9ceef1b3ea
DK-1-462,true,EE-1,2025-03-28T19:14:22Z,CESOP701,CESOP701,2333.83,SGD,Marketplace,TODO,true,ES,OBAN,Other,other,5dd957a2-bda2-4d69-86c1-dd747c76ce09
FI-1-463,true,FR-1,2025-03-01T11:23:03Z,CESOP701,CESOP701,1111.00,HKD,Intermediary,TODO,true,GR,BIC,Three party card scheme,other,3fcc3412-248f-4757-9fe3-82c58b0757a6
HR-1-464,true,HU-1,2025-03-21T06:30:14Z,CESOP701,CESOP701,1113441.00,NOK,Other,TODO,true,IE,Other,Four party card scheme,other,4f8511df-7e21-4b4b-baee-cf41f1c2f93e
IT-1-465,true,LT-1,2025-02-10T05:08:29Z,CESOP701,CESOP701,2333.83,ILS,Card payment,TODO,true,LU,IBAN,E-money provider,other,59907c57-1721-4dcc-8feb-4cc56a56c895
LV-1-466,true,MT-1,2025-02-13T17:55:33Z,CESOP701,CESOP701,1111.00,KRW,Bank transfer,TODO,true,NL,OBAN,Acquirer,other,c433ed62-c88f-4ead-81ed-b5a58b29a4cc
PL-1-467,true,PT-1,2025-03-14T10:14:32Z,CESOP701,CESOP701,1113441.00,TRY,Direct debit,TODO,true,RO,BIC,e-Wallet provider,other,40907820-5a97-438c-8b17-5eb171f64e41
SE-1-468,true,SI-1,2025-02-28T14:55:02Z,CESOP701,CESOP701,2333.83,RUB,E-money,TODO,true,SK,Other,Money Transfer operator,other,8fb0e9c4-62fc-4608-af9d-a39b15a42479
AT-1-469,true,BE-1,2025-03-25T19:39:16Z,CESOP701,CESOP701,1111.00,INR,Money Remittance,TODO,true,BG,IBAN,Issuer of payment instruments,other,ebf95e06-e116-4392-ad3d-9285698de70f
CY-1-470,true,CZ-1,2025-02-06T08:26:28Z,CESOP701,CESOP701,1113441.00,BRL,Marketplace,TODO,true,DE,OBAN,Payment Processor,other,36317a48-3128-4df6-bfa8-2283e3f05a6e
DK-1-471,true,EE-1,2025-02-12T09:01:29Z,CESOP701,CESOP701,2333.83,ZAR,Intermediary,TODO,true,ES,BIC,E-payment,other,c2473118-cf2f-4812-9eda-cac8996e5869
FI-1-472,true,FR-1,2025-02-18T20:36:26Z,CESOP701,CESOP701,1111.00,AED,Other,TODO,true,GR,Other,Payment collector,other,d3b67385-6423-4b9a-b11e-580fdad61a0e
HR-1-473,true,HU-1,2025-01-18T02:22:14Z,CESOP701,CESOP701,1113441.00,PLN,Card payment,TODO,true,IE,IBAN,Other,other,b09b90d0-9d41-48c6-8a4d-5d93ff5a4ab3
IT-1-474,true,LT-1,2025-02-04T19:48:53Z,CESOP701,CESOP701,2333.83,THB,Bank transfer,TODO,true,LU,OBAN,Three party card scheme,other,7064f943-87cc-44c2-ac2f-5bc4a993e80c
LV-1-475,true,MT-1,2025-01-15T22:20:44Z,CESOP701,CESOP701,1111.00,CZK,Direct debit,TODO,true,NL,BIC,Four party card scheme,other,587b36c0-f46f-4348-8345-42eb081faf4f
PL-1-476,true,PT-1,2025-03-23T19:17:44Z,CESOP701,CESOP701,1113441.00,DKK,E-money,TODO,true,RO,Other,E-money provider,other,dc8b1d52-4c5a-4116-bb9f-fb345e64bdc6
SE-1-477,true,SI-1,2025-03-21T04:07:18Z,CESOP701,CESOP701,2333.83,HUF,Money Remittance,TODO,true,SK,IBAN,Acquirer,other,cf1770a4-2d5b-4dbd-a9bd-2b813fee37aa
AT-1-478,true,BE-1,2025-01-21T17:36:47Z,CESOP701,CESOP701,1111.00,MYR,Marketplace,TODO,true,BG,OBAN,e-Wallet provider,other,9647ae5a-b4c7-4c13-ae00-8b869019c3c9
CY-1-479,true,CZ-1,2025-02-16T21:06:50Z,CESOP701,CESOP701,1113441.00,PHP,Intermediary,TODO,true,DE,BIC,Money Transfer operator,other,d592799a-8542-42d4-9490-98d4686e9821
DK-1-480,true,EE-1,2025-01-14T00:08:40Z,CESOP701,CESOP701,2333.83,ARS,Other,TODO,true,ES,Other,Issuer of payment instruments,other,8d03de32-ee8b-4358-a3a4-3392f4ec3001
FI-1-481,true,FR-1,2025-03-28T15:47:34Z,CESOP701,CESOP701,1111.00,TWD,Card payment,TODO,true,GR,IBAN,Payment Processor,other,bbbdd7d8-ae2e-416a-9c39-89d387262e39
HR-1-482,true,HU-1,2025-01-25T04:49:03Z,CESOP701,CESOP701,1113441.00,CLP,Bank transfer,TODO,true,IE,OBAN,E-payment,other,4467b3e9-03b7-49f3-b735-a537863a2067
IT-1-483,true,LT-1,2025-01-31T10:55:44Z,CESOP701,CESOP701,2333.83,COP,Direct debit,TODO,true,LU,BIC,Payment collector,other,22217975-2190-4800-aa60-a17ccaa2c8c7
LV-1-484,true,MT-1,2025-02-09T21:59:56Z,CESOP701,CESOP701,1111.00,PKR,E-money,TODO,true,NL,Other,Other,other,a3535f95-5b88-4979-84cb-d80dc829d66a
PL-1-485,true,PT-1,2025-01-18T15:19:13Z,CESOP701,CESOP701,1113441.00,RON,Money Remittance,TODO,true,RO,IBAN,Three party card scheme,other,518997dd-77a7-47d1-a324-9a6661ca5991
SE-1-486,true,SI-1,2025-01-20T10:54:43Z,CESOP701,CESOP701,2333.83,SAR,Marketplace,TODO,true,SK,OBAN,Four party card scheme,other,c31024a4-d197-4bac-9dac-24b5c3f307c3
AT-1-487,true,BE-1,2025-03-16T09:51:49Z,CESOP701,CESOP701,1111.00,NPR,Intermediary,TODO,true,BG,BIC,E-money provider,other,94c7a0dd-9ce3-44d7-85b5-9b94baa08ba6
CY-1-488,true,CZ-1,2025-02-27T01:23:25Z,CESOP701,CESOP701,1113441.00,EGP,Other,TODO,true,DE,Other,Acquirer,other,060a93dd-5e10-4e58-b888-82ec8127368e
DK-1-489,true,EE-1,2025-01-28T16:35:56Z,CESOP701,CESOP701,2333.83,MAD,Card payment,TODO,true,ES,IBAN,e-Wallet provider,other,09cbf8ee-06f4-4ffc-9dd5-7ca6e5b4c95a
FI-1-490,true,FR-1,2025-01-14T09:16:15Z,CESOP701,CESOP701,1111.00,BHD,Bank transfer,TODO,true,GR,OBAN,Money Transfer operator,other,3c97624a-505d-4384-97b5-f23de3563930
HR-1-491,true,HU-1,2025-01-25T20:06:50Z,CESOP701,CESOP701,1113441.00,KWD,Direct debit,TODO,true,IE,BIC,Issuer of payment instruments,other,94ea4f3c-cf7d-4a18-a54e-1875e218e855
IT-1-492,true,LT-1,2025-02-03T19:18:26Z,CESOP701,CESOP701,2333.83,OMR,E-money,TODO,true,LU,Other,Payment Processor,other,6cd12d1b-b46e-4a7e-8b2b-f91b9ba1f09e
LV-1-493,true,MT-1,2025-02-16T00:25:20Z,CESOP701,CESOP701,1111.00,QAR,Money Remittance,TODO,true,NL,IBAN,E-payment,other,a9559d7e-e0ff-40fa-8429-9a6883aaf1c4
PL-1-494,true,PT-1,2025-03-19T18:56:10Z,CESOP701,CESOP701,1113441.00,VND,Marketplace,TODO,true,RO,OBAN,Payment collector,other,9f71e8c1-26f9-4399-a676-9132726a5ca8
SE-1-495,true,SI-1,2025-01-01T21:13:33Z,CESOP701,CESOP701,2333.83,LKR,Intermediary,TODO,true,SK,BIC,Other,other,0955a29c-d294-49fb-b5dc-3c4717569e55
AT-1-496,true,BE-1,2025-03-16T14:08:43Z,CESOP701,CESOP701,1111.00,ISK,Other,TODO,true,BG,Other,Three party card scheme,other,f5d00cf0-e3e0-4797-ae02-bdbf70aa5015
CY-1-497,true,CZ-1,2025-03-12T09:14:54Z,CESOP701,CESOP701,1113441.00,JOD,Card payment,TODO,true,DE,IBAN,Four party card scheme,other,7f1df6a7-21f4-4750-b69e-32b4dc4a82f9
DK-1-498,true,EE-1,2025-02-19T10:15:16Z,CESOP701,CESOP701,2333.83,BAM,Bank transfer,TODO,true,ES,OBAN,E-money provider,other,4503b9af-40b7-40eb-b9ed-5340982bdfa0
FI-1-499,true,FR-1,2025-01-17T07:52:09Z,CESOP701,CESOP701,1111.00,MDL,Direct debit,TODO,true,GR,BIC,Acquirer,other,94b7ac88-dace-4811-99b4-c07aba2a6626
HR-1-500,true,HU-1,2025-03-17T15:58:59Z,CESOP701,CESOP701,1113441.00,UAH,E-money,TODO,true,IE,Other,e-Wallet provider,other,3c254850-0de8-4bca-9b71-c3e92af6cf51
IT-1-501,true,LT-1,2025-03-21T05:26:26Z,CESOP701,CESOP701,2333.83,USD,Money Remittance,TODO,true,LU,IBAN,Money Transfer operator,other,c734976d-21c5-45fb-b075-3e5709dac368
LV-1-502,true,MT-1,2025-02-05T19:45:03Z,CESOP701,CESOP701,1111.00,EUR,Marketplace,TODO,true,NL,OBAN,Issuer of payment instruments,other,a0ee6342-7661-481b-a113-dbb9af61ee6a
PL-1-503,true,PT-1,2025-03-21T15:12:09Z,CESOP701,CESOP701,1113441.00,JPY,Intermediary,TODO,true,RO,BIC,Payment Processor,other,eee10a60-7a7f-438e-b1f5-bb3280696b0d
SE-1-504,true,SI-1,2025-02-13T05:48:03Z,CESOP701,CESOP701,2333.83,GBP,Other,TODO,true,SK,Other,E-payment,other,964faafa-f564-40ae-8502-f805fffe8618
AT-1-505,true,BE-1,2025-02-11T18:30:36Z,CESOP701,CESOP701,1111.00,AUD,Card payment,TODO,true,BG,IBAN,Payment collector,other,6f7a4bf4-104b-41ec-97f2-0bf1a3da34b1
CY-1-506,true,CZ-1,2025-02-08T23:55:34Z,CESOP701,CESOP701,1113441.00,CAD,Bank transfer,TODO,true,DE,OBAN,Other,other,bcad1108-5768-4e80-96c6-4ae27b2ae9c4
DK-1-507,true,EE-1,2025-02-07T12:29:59Z,CESOP701,CESOP701,2333.83,CHF,Direct debit,TODO,true,ES,BIC,Three party card scheme,other,553fa1a3-3fc4-4cd1-b681-48caef93ca94
FI-1-508,true,FR-1,2025-02-07T02:15:33Z,CESOP701,CESOP701,1111.00,CNY,E-money,TODO,true,GR,Other,Four party card scheme,other,cb6210c3-9327-4be7-bead-05a9a8666480
HR-1-509,true,HU-1,2025-03-12T06:33:05Z,CESOP701,CESOP701,1113441.00,SEK,Money Remittance,TODO,true,IE,IBAN,E-money provider,other,1ba965af-9326-4575-816a-19efb7515344
IT-1-510,true,LT-1,2025-03-19T09:06:23Z,CESOP701,CESOP701,2333.83,NZD,Marketplace,TODO,true,LU,OBAN,Acquirer,other,3aa73b92-dcd7-48dd-8326-ae77b398097f
LV-1-511,true,MT-1,2025-01-25T13:10:07Z,CESOP701,CESOP701,1111.00,MXN,Intermediary,TODO,true,NL,BIC,e-Wallet provider,other,84161d47-268b-4449-a9be-1889efc1f2b2
PL-1-512,true,PT-1,2025-01-11T18:56:53Z,CESOP701,CESOP701,1113441.00,SGD,Other,TODO,true,RO,Other,Money Transfer operator,other,e0a5a96b-c346-4ac0-9a66-cedba3fade19
SE-1-513,true,SI-1,2025-03-14T23:41:40Z,CESOP701,CESOP701,2333.83,HKD,Card payment,TODO,true,SK,IBAN,Issuer of payment instruments,other,299355ef-ae1a-4e46-af39-0c2bb88f0b00
AT-1-514,true,BE-1,2025-01-26T15:05:09Z,CESOP701,CESOP701,1111.00,NOK,Bank transfer,TODO,true,BG,OBAN,Payment Processor,other,ccc67d52-722d-4f1a-b5f0-b3d0e6ded3ff
CY-1-515,true,CZ-1,2025-03-17T03:50:22Z,CESOP701,CESOP701,1113441.00,ILS,Direct debit,TODO,true,DE,BIC,E-payment,other,414316a0-b1b1-4e1c-b3ae-4b7d2bfc235b
DK-1-516,true,EE-1,2025-03-30T22:46:21Z,CESOP701,CESOP701,2333.83,KRW,E-money,TODO,true,ES,Other,Payment collector,other,e36709ba-1609-4390-9109-7025e3218ef1
FI-1-517,true,FR-1,2025-02-14T14:13:29Z,CESOP701,CESOP701,1111.00,TRY,Money Remittance,TODO,true,GR,IBAN,Other,other,350d1d66-dc32-4bd1-a8bd-298f0e831e6d
HR-1-518,true,HU-1,2025-01-07T14:30:02Z,CESOP701,CESOP701,1113441.00,RUB,Marketplace,TODO,true,IE,OBAN,Three party card scheme,other,465bcdcc-4067-483e-ba69-abb3c98574c9
IT-1-519,true,LT-1,2025-03-07T04:09:32Z,CESOP701,CESOP701,2333.83,INR,Intermediary,TODO,true,LU,BIC,Four party card scheme,other,6d7242c8-9d84-49fe-aab7-54928a95294c
LV-1-520,true,MT-1,2025-03-30T09:15:49Z,CESOP701,CESOP701,1111.00,BRL,Other,TODO,true,NL,Other,E-money provider,other,b38f45e0-b637-42d8-ac73-9d8bacaa078c
PL-1-521,true,PT-1,2025-01-27T08:42:11Z,CESOP701,CESOP701,1113441.00,ZAR,Card payment,TODO,true,RO,IBAN,Acquirer,other,9d2b1712-92f3-4da4-887d-1236dca2970d
SE-1-522,true,SI-1,2025-03-15T21:32:08Z,CESOP701,CESOP701,2333.83,AED,Bank transfer,TODO,true,SK,OBAN,e-Wallet provider,other,7d42f07a-40a3-4f6d-b47d-82b26df70209
AT-1-523,true,BE-1,2025-02-03T22:58:14Z,CESOP701,CESOP701,1111.00,PLN,Direct debit,TODO,true,BG,BIC,Money Transfer operator,other,eb0873c7-4c18-470b-bc46-8418c056c458
CY-1-524,true,CZ-1,2025-02-27T23:03:08Z,CESOP701,CESOP701,1113441.00,THB,E-money,TODO,true,DE,Other,Issuer of payment instruments,other,98d6ffe8-b5ab-4b3a-b2eb-63240052a539
